Smiles,pChEMBL Value
Cc1cc2c(s1)Nc1ccccc1N=C2N1CCN(C)CC1,7.7
Cc1cc2c(s1)Nc1ccccc1N=C2N1CCN(C)CC1,7.7
CC1CCCN(CCN2CCN(c3cccc(Cl)c3)C2=O)C1,7.7
CCCN(CCc1cccs1)[C@H]1CCc2c(O)cccc2C1,7.7
Cc1ccccc1OCCNCCCOc1ccccc1,7.7
Cc1ccccc1OCCNCCCOc1ccccc1,7.7
CCN1CCC[C@H]1CNC(=O)c1c(OC)ccc(Cl)c1Cl,7.7
CN1CCc2cc(N)cc3c2[C@H]1Cc1ccc(O)c(O)c1-3,7.7
CN1CCc2cccc3c2[C@H]1Cc1ccc(O)c(O)c1-3,7.7
CN1CCc2cc(Cl)c(O)cc2[C@H](c2ccccc2)C1,7.7
CCCN1CCN(c2ccccc2OC)CC1,7.7
CCCN(CCC)C1CCc2sccc2C1,7.7
NCCc1ccc(O)c(O)c1,7.7
C[C@@H](O)[C@@H]1NC(=O)[C@H](CCCCN)NC(=O)[C@@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](NCCCS(=O)(=O)C[C@@H]2C[C@@H]3c4cccc5[nH]cc(c45)C[C@H]3N(C)C2)CCCCNC(=O)[C@H](Cc2ccc(F)cc2)NC1=O,7.71
O=C(NCCCCN1CCN(c2cccc(Cl)c2Cl)CC1)c1cccc2c1-c1ccccc1C2=O,7.71
COc1ccccc1N1CCN(CCCCNC(=O)c2ccc(Cl)cc2)CC1.O=C(O)C(=O)O,7.71
COc1ccccc1N1CCN(CCCNC(=O)c2sc3nc(OC)c(Cl)c(C)c3c2N)CC1,7.71
COc1ccccc1N1CCN(CCCNC(=O)c2sc3nc(OC)c(Cl)c(C)c3c2N)CC1,7.71
COc1cccc2c1CC[C@H]1CN(CCn3c(=O)[nH]c4c(sc5cccnc54)c3=O)C[C@@H]21,7.71
CN(CCCCNC(=O)c1cc2ccccc2o1)[C@@H]1Cc2cccc3[nH]c(=O)n(c23)C1,7.71
CCCN(CCCCN1CCN(c2ccccc2)CC1)C1CCc2ccc(O)cc2C1,7.71
CCCN(CCCCN1CCN(c2ccccc2)CC1)C1CCc2ccc(O)cc2C1,7.71
O=C1CCc2ccc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc2N1,7.71
COc1ccccc1N1CCN(CCCCCc2cn(-c3ccccc3)nn2)CC1,7.71
O=C(NC/C=C/CN1CCN(c2cccc(Cl)c2Cl)CC1)c1ccc([N](=O)[O-])cc1,7.71
O=C(NC/C=C/CN1CCN(c2cccc(Cl)c2Cl)CC1)c1ccc([N](=O)[O-])cc1,7.71
O=C(NC/C=C/CN1CCN(c2cccc(Cl)c2Cl)CC1)c1cccnc1,7.71
COc1cccc2c1CN(CC[C@H]1CC[C@H](NC(=O)N(C)C)CC1)CC2,7.71
CO/N=C(/CCN1CCC(c2ccccn2)CC1)c1ccc(Cl)cc1,7.71
C[C@@H]1c2cccc3c2-c2c1ccc1c2[C@@H](C3)N(C)CC1,7.71
COc1cc(CN2CCN(c3ccccc3OC)CC2)ccc1OCCCc1cn(CCCCCCCCn2cc(CCCOc3ccc(CN4CCN(C5CCCCC5)CC4)cc3OC)nn2)nn1,7.72
COc1ccccc1N1CCN(CCCNC(=O)c2ccc(COCCOCCOCCOCCOCc3ccc(C(=O)NCCCN4CCN(c5ccccc5OC)CC4)cc3)cc2)CC1,7.72
COc1ccccc1N1CCN(CCCc2cn(CCCN3CCc4cc(O)c(O)cc4C(c4ccccc4C)C3)nn2)CC1,7.72
O=C(N[C@H]1CC[C@H](CCN2CCC(c3coc4ccccc34)CC2)CC1)c1ccc(N2CCS(=O)(=O)CC2)cc1,7.72
COc1ccc(N(Cc2ccccc2F)NC(=O)NCCCN2CCN(c3ccccc3OC)CC2)cc1,7.72
O=C1CC(c2c[nH]c3ccc(F)cc23)C(=O)N1CCCCN1CCC(c2c[nH]c3ccc(F)cc23)CC1,7.72
COc1ccc(N(Cc2ccccc2)NC(=O)NCCCN2CCN(c3ccccc3OC)CC2)cc1,7.72
O=S(=O)(c1cncc2ccccc12)N1CCC[C@H]1CCN1CCN(c2cccc3c2OCCO3)CC1,7.72
O=C(CCCN1CCN(c2cc3ccc2CCc2ccc(cc2)CC3)CC1)c1ccc(F)cc1,7.72
CS(=O)(=O)Nc1cc(OCCN2CCC(Cc3ccc4c(c3)NC(=O)CC4)CC2)ccc1F,7.72
O=c1ccc2c(N3CCN(CCCCOc4ccn5nccc5c4)CC3)ccc(O)c2o1,7.72
COc1ccccc1N1CCN(CCCCNC(=O)/C=C/C=C/c2ccccc2)CC1,7.72
Cc1csc(C(=O)N[C@H]2CC[C@H](CCN3CCN(c4cccc(Cl)c4Cl)CC3)CC2)c1,7.72
COc1ccccc1N1CCN(CCC2CCc3ccc([N](=O)[O-])cc3C2O)CC1,7.72
COc1ccccc1N1CCN(CCCCNC(=O)c2cn3ccccc3n2)CC1,7.72
Nc1cc(F)ccc1C(=O)CCCN1CC[C@@H]2[C@H](C1)c1cccc3c1N2CCCC3,7.72
C#CCCC(=O)Nc1ccc(CCN(CCC)C2CCc3c(O)cccc3C2)cc1,7.72
CCCN(CCCCNC(=O)/C=C/c1ccc(F)cc1)C1Cc2ccccc2C1,7.72
Fc1ccc2[nH]cc(CCCN3CCN(c4cccc5c4OCCO5)CC3)c2c1,7.72
Nc1ccccc1C(=O)CCCN1CC[C@@H]2[C@H](C1)c1cccc3c1N2CCS3,7.72
CNc1cc(OC)c(C(=O)N[C@H]2CN(Cc3ccccc3)C[C@@H]2C)cc1Cl,7.72
COc1ccccc1N1CCN(CCCCNC(=O)OC(C)(C)C)CC1,7.72
COc1ccccc1N1CCN(CCCCNC(=O)OC(C)(C)C)CC1,7.72
COc1cccc2c1CN(CC[C@H]1CC[C@H](NC(=O)N(C)C)CC1)CC2,7.72
OC1(c2ccc(Cl)cc2)CCN(CCCC#Cc2ccc(F)cc2)CC1,7.72
Br.C=CCN1CCc2c(cc(O)c(O)c2Br)C(c2ccccc2)C1,7.72
CCCN(CCc1ccccc1)C1CCc2c(O)cccc2C1,7.72
CN1CCc2ccccc2Cc2[nH]c3ccccc3c2CC1,7.72
CN1CCc2ccccc2Cc2[nH]c3ccccc3c2CC1,7.72
CN1CCc2cc(O)ccc2Cc2ccc(O)cc2CC1,7.72
CCN1CCC[C@H]1CNC(=O)c1cc(C)cc(O)c1OC,7.72
CN1CCc2ccccc2Cc2cc(O)ccc2CC1,7.72
CCCN1CCC(c2cn(C)c3ccc(F)cc23)CC1,7.72
CCCN1CCC[C@@H]2Cc3[nH]ncc3C[C@H]21,7.72
NCCc1ccc(O)c(O)c1,7.72
,7.72
CCCN[C@@H]1Cc2cccc3c2n(c(=O)n3CCCCNC(=O)c2cc3ccccc3[nH]2)C1,7.73
O=C(CCCN1CCC(O)(c2ccc(F)cc2)CC1)c1ccc(Cl)cc1,7.73
CCCN1CCO[C@@H]2c3cc(O)ccc3CC[C@H]21.Cl,7.73
O=C(NCCCCN1CCN(c2cccc(Cl)c2Cl)CC1)c1ccc(-c2cccnc2)cc1,7.74
O=C1NCN(c2ccccc2)C12CCN(CCCCc1nc3cc(Cl)ccc3s1)CC2,7.74
CC(C)=CC(=O)N[C@H]1CC[C@H](CCN2CCC(c3coc4ccccc34)CC2)CC1,7.74
Clc1cccc(N2CCN(CCCCN3CCc4ncsc4CC3)CC2)c1Cl,7.74
Nc1ccccc1C(=O)NC/C=C/CN1CCN(c2cccc(Cl)c2Cl)CC1,7.74
COc1cc2c(cc1O)[C@@H]1Cc3sc(CCCCl)cc3CN1CC2,7.74
CCCN(C)[C@@H]1Cc2cccc3[nH]c(=O)n(c23)C1,7.74
CCCCn1cc(CCCOc2ccc(C(=O)NCCCCN(CCC)[C@@H]3CCc4c(O)cccc4C3)cc2OC)nn1,7.75
COc1ccccc1N1CCN(C/C=C/CNC(=O)c2cc(C)ccc2OCCF)CC1.O=C(O)C(=O)O,7.75
O=C(NC/C=C/CN1CCN(c2ccccc2OCCF)CC1)c1ccc(CCF)cc1.O=C(O)C(=O)O,7.75
COc1ccccc1N1CCN(CCCCNC(=O)c2cc3ccc2CCc2ccc(cc2)CC3)CC1,7.75
CCOCCn1cc(CCCOc2ccc(CN3CCN(c4ccccc4OC)CC3)cc2OC)nn1,7.75
COc1ccc([N](=O)[O-])cc1S(=O)(=O)N[C@H]1CC[C@H](N2CCN(c3ccccc3OC(C)C)CC2)CC1,7.75
CCOCCOc1ccn2ncc(C(=O)NCCCCN3CCN(c4ccccc4OC)CC3)c2c1,7.75
COc1ccccc1N1CCN(CCCCNC(=O)c2cccc3c2-c2ccccc2C3=O)CC1,7.75
O=S1(=O)c2cccc3cccc(c23)N1CCCCCCN1CCN(c2nsc3ccccc23)CC1,7.75
CS(=O)(=O)Nc1cc(F)ccc1C(=O)CCCN1CC[C@H]2[C@@H](C1)c1cccc3c1N2CCCS3,7.75
COc1ccccc1N1CCN(CCCCCc2cn(-c3cccc4cnccc34)nn2)CC1,7.75
COc1ccccc1N1CCN(Cc2ccccc2CNC(=O)/C=C/c2ccccc2)CC1,7.75
CS(=O)(=O)Nc1cccc(OCCN2CCC(Oc3ccc4c(c3)NC(=O)CC4)CC2)c1,7.75
O=C(NCCCCN1CCN(c2ccccc2OCCF)CC1)c1ccc2nonc2c1,7.75
O=S(=O)(NC1CCN(CCOc2ccccc2-c2ccccc2)C1)c1cc(F)ccc1F,7.75
CC(C)c1ccccc1OCCN1CCC(N(CC2CC2)S(=O)(=O)c2cnn(C)c2)CC1,7.75
COc1ccccc1N1CCN(CCc2cn(-c3ccn4ncc(C=O)c4c3)nn2)CC1,7.75
CC(=O)N1CCC(C)c2cc(F)cc(CCN3CCN(c4nsc5ccccc45)CC3)c21,7.75
O=C1NCN(c2ccccc2)C12CCN(CCCCc1nc3cc(Cl)ccc3s1)CC2,7.75
O=S(=O)(NCCN1CCN(c2nsc3ccccc23)CC1)c1ccc2ccccc2c1,7.75
C#CC1=CC[C@H](N(CCC)CCCCNC(=O)c2ccc(-c3ccccc3)cc2)CC1,7.75
CCCN(CCCCOc1ccc2c(C=O)cnn2c1)[C@H]1CCc2c(O)cccc2C1,7.75
O=C(NC1CCC(CCN2CCN(c3cccc(Cl)c3Cl)CC2)CC1)c1cccs1,7.75
O=C1NCCc2ccc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc21,7.75
O=C1NCCc2ccc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc21,7.75
O=C1NCCc2ccc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc21,7.75
Oc1nc2cccc(N3CCN(Cc4cccc(-c5cccc(Cl)c5)c4)CC3)c2o1,7.75
O=C1COc2ccccc2N1CCCN1CCN(c2nsc3ccccc23)CC1,7.75
O=C1COc2ccccc2N1CCCN1CCN(c2nsc3ccccc23)CC1,7.75
Clc1cccc(N2CCCN(CCCCOc3ccc4scnc4c3)CC2)c1Cl,7.75
Clc1cccc(N2CCCN(CCCCOc3ccc4scnc4c3)CC2)c1Cl,7.75
O=C1NCCc2ccc(OCCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc21,7.75
O=C1NCCc2ccc(OCCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc21,7.75
CCC(=O)N[C@H]1CC[C@H](CCN2CCN(c3nsc4ccccc34)CC2)CC1,7.75
COc1ccccc1N1CCN(CCCCOc2ccn3nccc3c2)CC1,7.75
O=C(NCCCCN1CCN(c2cccc(Cl)c2Cl)CC1)c1ccc(F)cc1,7.75
CN(C)C(=O)N[C@H]1CC[C@H](CCN2CCN(c3cccc(Cl)c3Cl)CC2)CC1,7.75
c1cc2c(c(N3CCN(CCCc4c[nH]c5ccccc45)CC3)c1)OCCN2,7.75
COCCOc1c(O)ccc2c1CN1CCc3cc(OC)c(O)cc3[C@@H]1C2,7.75
COc1ccccc1N1CCN(CCCOc2ccc(C)cc2C)CC1.Cl,7.75
COc1cc(N)c(Cl)cc1C(=O)NC1CCN(Cc2ccccc2)CC1,7.75
OC1(c2ccc(Cl)cc2)CCN(CCCC#Cc2ccc(F)cc2)CC1,7.75
O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,7.75
O=C(CCCN1CCC(O)(c2ccc(F)cc2)CC1)c1ccc(Cl)cc1,7.75
CCCCc1cc2c(s1)C[C@H]1c3cc(O)c(OC)cc3CCN1C2,7.75
CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21,7.75
Cl.Oc1cccc2c1C[C@H]1OCCN(CC3CC3)[C@@H]1C2,7.75
C=CCN1CC[C@H]2c3cccc(OC)c3CC[C@H]21,7.75
C=CCN1CC[C@H]2c3cccc(OC)c3CC[C@H]21,7.75
C=CCN1CC[C@H]2c3cccc(OC)c3CC[C@H]21,7.75
CCCN1CCC[C@@H]2Cc3[nH]ncc3C[C@H]21,7.75
NCCc1ccc(O)c(O)c1,7.75
NCCc1ccc(O)c(O)c1,7.75
O=C1CC(CN2CCC(c3noc4cc(F)ccc34)CC2)Cc2cc(-c3ccccc3)ccc21,7.76
CCN(CC)C(=O)NCCCCN1CCN(c2cc(C(F)(F)F)nc(C(C)(C)C)n2)CC1,7.76
O=C1CCc2ccc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc2N1,7.76
O=C1CCc2ccc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc2N1,7.76
COc1ccccc1N1CCN(CCCCOc2ccn3ncc(C=O)c3c2)CC1,7.76
COc1ccccc1N1CCN(CCCCNC(=O)c2ccc(C(C)=O)cc2)CC1,7.76
O=C(O)C(=O)O.OC1(c2ccc(Br)cc2)CCN(Cc2cc3ccccc3o2)CC1,7.76
O=C(NC/C=C/CN1CCN(c2cccc(Cl)c2Cl)CC1)c1ccc(Cl)cc1,7.76
Br.CN1CCc2ccccc2Cc2ccc(O)cc2CC1,7.76
CN1CCc2ccccc2Cc2ccc(O)cc2CC1,7.76
CN1CCc2ccccc2Cc2ccc(O)cc2CC1,7.76
CN1CCc2ccccc2Cc2ccc(O)cc2CC1,7.76
CN1CCc2ccccc2Cc2ccc(O)cc2CC1,7.76
CCCN1CCC[C@@H](c2cccc(O)c2)C1,7.76
C[C@@H](O)[C@@H]1NC(=O)[C@H](CCCCN)NC(=O)[C@@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](NCCSC[C@@H]2C[C@@H]3c4cccc5[nH]cc(c45)C[C@H]3N(C)C2)CCCCNC(=O)[C@H](Cc2ccc(F)c(F)c2)NC1=O,7.77
CCCN(CCCCNC(=O)c1ccc(OCCCc2cn(CCCCCCCCn3cc(CCCOc4ccc(C(=O)NCCCCN5CCN(c6ccccc6OC)CC5)cc4OC)nn3)nn2)c(OC)c1)C1Cc2ccccc2C1,7.77
COc1cc(CN2CCN(c3ccccc3OC)CC2)ccc1OCCCCc1cn(CCCCCCCCCCn2cc(CCCCOc3ccc(CN4CCN(c5ccccc5OC)CC4)cc3OC)nn2)nn1,7.77
COc1cc(CN2CCN(c3ccccc3OC)CC2)ccc1OCCCc1cn(CCCCCCCCCCn2cc(CCCOc3ccc(CN4CCN(c5ccccc5OC)CC4)cc3OC)nn2)nn1,7.77
COc1cc(CN2CCN(c3ccccc3OC)CC2)ccc1OCCCc1cn(CCCCCCCCn2cc(CCCOc3ccc(CN4CCN(C5CCCCC5)CC4)cc3OC)nn2)nn1,7.77
O=C(CCCN1CCC(c2cc3ccc2CCc2ccc(cc2)CC3)CC1)c1cc2ccc1CCc1ccc(cc1)CC2,7.77
CCCCn1cc(CCCOc2ccc(C(=O)NCCCCN3CCN(c4ccccc4OC)CC3)cc2OC)nn1,7.77
COc1ccccc1N1CCN(Cc2cc(CN3CCN(c4ccccc4OC)CC3)c3cccccc2-3)CC1,7.77
COc1ccc(Cn2nnc(C(=O)NCCCCCN3CCN(c4ccccc4OC)CC3)c2C)cc1,7.77
O=C(NCCCCN1CCN(c2cccc(Cl)c2Cl)CC1)c1cn(-c2ccc([N](=O)[O-])cc2)nn1,7.77
COc1ccccc1N1CCN(CCCCNC(=O)c2nnn(Cc3ccccc3Br)c2C)CC1,7.77
COc1cc(CCNCCc2ccc(O)c3c2OCC(=O)N3)ccc1OCCCc1ccccc1,7.77
COc1cc(CCNCCc2ccc(O)c3[nH]c(=O)ccc23)ccc1OCCCc1ccccc1,7.77
O=S(=O)(NCCCCN1CCN(c2cccc(Cl)c2Cl)CC1)c1cc2ccccc2cn1,7.77
CC(=O)N1CCC(C)c2c(C)ccc(CCN3CCN(c4noc5ccccc45)CC3)c21,7.77
CC(=O)N1CCC(C)c2cccc(CCN3CCN(c4nsc5ccccc45)CC3)c21,7.77
Cc1cccc(S(=O)(=O)NCCCCN2CCC(c3noc4cc(F)ccc34)CC2)c1,7.77
CCCN(CCCCN1C(=O)CC2(CCCC2)CC1=O)[C@@H]1CCc2c(F)cccc2C1,7.77
O=c1[nH]c2cccc(N3CCN(CC4CCc5[nH]c6ccc(F)cc6c5C4)CC3)c2o1,7.77
Cc1cccc(S(=O)(=O)NCCCN2CC=C(c3c[nH]c4ccc(F)cc34)CC2)c1,7.77
COc1ccccc1N1CCN(CCCCOc2ccn3ncc(C=O)c3c2)CC1,7.77
COc1ccccc1N1CCN(CCCCOc2ccc3c(n2)NC(=O)CC3)CC1,7.77
C#CCCC(=O)Nc1ccc(CCN(CCC)C2CCc3c(O)cccc3C2)cc1,7.77
COc1ccccc1N1CCN(CCCCNC(=O)c2cc(C)ccc2C)CC1,7.77
Clc1cccc(N2CCN(CCCCOc3ccc4scnc4c3)CC2)c1Cl,7.77
Clc1cccc(N2CCN(CCCCOc3ccc4scnc4c3)CC2)c1Cl,7.77
O=C(NCCCCN1CCN(c2cccc(Cl)c2Cl)CC1)c1ccc(F)cc1,7.77
O=C(CCCN1CC[C@H]2[C@@H](C1)c1cccc3c1N2CCCS3)c1ccccc1,7.77
O=C(NC/C=C/CN1CCN(c2cccc(Cl)c2Cl)CC1)c1ccccn1,7.77
FC(F)(F)c1cccc(N2CCN(CCCCNc3ccccn3)CC2)c1,7.77
C=CCN1CCC[C@H]1CNC(=O)c1cc(CCCCl)cc(OC)c1OC,7.77
Br.COc1cc(Cl)ccc1N1CCN(C[C@H]2C[C@@H]2c2ccccc2)CC1,7.77
CN(C)C(=O)N[C@H]1CC[C@H](CCN2CCc3cc(Cl)ccc3C2)CC1,7.77
CCN(C)CCc1c(-c2cccc(C(F)(F)F)c2)[nH]c2ccccc12,7.77
CCCN(CCC)[C@@H]1CCc2ccc3[nH]cc(C(C)=O)c3c2C1,7.77
CCc1c(Br)cc(O)c(OC)c1C(=O)NC[C@@H]1CCCN1CC,7.77
CCN1CCC[C@H]1CNC(=O)c1c(O)c(Cl)cc(Cl)c1OC,7.77
CCN1CCC[C@H]1CNC(=O)c1c(Cl)c(Br)cc(O)c1OC,7.77
Cc1cc2c(s1)Nc1ccccc1N=C2N1CCN(C)CC1,7.77
CCN(C)CCc1c(-c2ccc(F)cc2)[nH]c2ccccc12,7.77
CCCN(CCC)C1CC=C(C#C[Si](C)(C)C)CC1,7.77
CCCN1CCO[C@@H]2c3cc(O)ccc3CC[C@H]21.Cl,7.77
CCCN(CCC)C1CCc2nc(N)ccc2C1,7.77
CCCN[C@@H]1Cc2cccc3nc(O)n(c23)C1,7.77
CN[C@@H]1Cc2cccc3[nH]c(=O)n(c23)C1,7.77
NCCc1ccc(O)c(O)c1,7.77
O=C(N[C@H]1CC[C@H](CCN2CCC(c3coc4ccccc34)CC2)CC1)c1ccc(-c2cccnc2)cc1,7.78
CCCCCNC(=O)c1cccc(OCCCCN2CCN(c3cccc(Cl)c3Cl)CC2)c1,7.78
Cc1cc2c(cc1OCCCN1CCN(c3cccc4cccc(F)c34)CC1)C(=O)NC2,7.78
CN(C(=O)c1cccs1)[C@H]1CC[C@H](CCN2CCN(c3cccc(Cl)c3Cl)CC2)CC1,7.78
Cc1ccc(N2CCN(CC[C@H]3CC[C@H](NC(=O)c4cccs4)CC3)CC2)cc1,7.78
CN(C)C(=O)N[C@H]1CC[C@H](CCN2CCc3cc(Cl)ccc3C2)CC1,7.78
COc1cc2c(cc1O)[C@@H]1Cc3sc(CC(C)Cl)cc3CN1CC2,7.78
CCCN(CCC)[C@@H]1Cc2cccc3c2n(c(=O)n3CCC)C1,7.78
O=C1NCc2ccc(OCCCN3CCN(c4cccc5ccccc45)CC3)cc21,7.79
CCc1cccc(N2CCN(C/C=C/CNC(=O)c3nc(C)c[nH]3)CC2)c1Cl,7.79
O=C1CC(CN2CCC(c3noc4cc(F)ccc34)CC2)Cc2occc21,7.79
O=C(NC/C=C/CN1CCN(c2cccc(Cl)c2Cl)CC1)c1ccccc1,7.79
COc1ccccc1N1CCN(CCCNC(=O)OC(C)(C)C)CC1,7.79
CCCN(CCCCNC(=O)c1ccc(OCCCc2cn(CCCCCCCCn3cc(CCCOc4ccc(C(=O)NCCCCN(CCC)C5Cc6ccccc6C5)cc4OC)nn3)nn2)c(OC)c1)C1Cc2ccccc2C1,7.8
CCCN(CCCCNC(=O)c1ccc(OCCCc2cn(CCCCCCCCn3cc(CCCOc4ccc(C(=O)NCCCCN(CCC)C5Cc6ccccc6C5)cc4OC)nn3)nn2)c(OC)c1)C1Cc2ccccc2C1,7.8
COc1ccccc1N1CCN(CCCCNC(=O)c2ccc(COCCOCCOCCOCCOCCOCCOCCOCCOCc3ccc(C(=O)NCCCCN4CCN(c5ccccc5OC)CC4)cc3)cc2)CC1,7.8
COc1cc(CN2CCN(c3ccccc3OC)CC2)ccc1OCc1cn(CCCCCCCCn2cc(COc3ccc(CN4CCN(c5ccccc5OC)CC4)cc3OC)nn2)nn1,7.8
COc1ccccc1N1CCN(CCCNC(=O)c2cccc(OCCOCCOCCOCCOc3cccc(C(=O)NCCCN4CCN(c5ccccc5OC)CC4)c3)c2)CC1,7.8
O=C1CCC(N2Cc3c(OCc4ccc(CN5CCN(c6ccc(F)cc6F)CC5)cc4)cccc3C2=O)C(=O)N1,7.8
COc1ccccc1N1CCN(CCCCNC(=O)c2cc3cc(O)ccc3[nH]2)CC1.O=C(O)C(=O)O,7.8
COc1ccc2[nH]cc(C3CC(=O)N(CCCCN4CCC(c5c[nH]c6ccccc56)CC4)C3=O)c2c1,7.8
CCOCCn1cc(CCCOc2ccc(CN3CCN(c4ccccc4OC)CC3)cc2OC)nn1,7.8
CC1CCN(C(=O)c2ccccc2)c2c(CCN3CCN(c4nsc5ccccc45)CC3)cccc21,7.8
CCCN(CCN1CCN(c2ccc(-c3cccc(O)c3)cc2)CC1)[C@H]1CCc2nc(N)sc2C1,7.8
Cn1cc(S(=O)(=O)N(CC2CC2)C2CCN(CCOc3ccccc3-c3ccccc3)CC2)cn1,7.8
O=C1CCc2ccc(CC3CC4CCC(C3)N4C[C@@H]3COc4c(ccc5c4CC(=O)N5)O3)cc2N1,7.8
O=S(=O)(c1cccc2ncccc12)N1CCC[C@H]1CCN1CCN(c2cccc3sccc23)CC1,7.8
O=C(/C=C/c1ccc(Cl)c(Cl)c1)NCCCCCN1CCC(c2c[nH]c3ccc(O)cc23)CC1,7.8
COc1ccccc1N1CCN(CCCCNC(=O)c2ccc(-c3cccc([18F])n3)cc2)CC1,7.8
O=C(NCCC(O)CN1CCN(c2cccc(Cl)c2Cl)CC1)c1ccc(-c2ccccn2)cc1,7.8
O=C(NCCC(O)CN1CCN(c2cccc(Cl)c2Cl)CC1)c1ccc(-c2ccccn2)cc1,7.8
COc1ccccc1N1CCN(CCCCN2CCc3cc(-c4ccco4)ccc3C2=O)CC1,7.8
O/N=C/c1cnn2ccc(OCCCCN3CCN(c4ccc(O)c5c4OCCO5)CC3)cc12,7.8
Cc1ncoc1-c1nnc(SCCCN2CCc3ccc4oc(C(C)(F)F)nc4c3CC2)n1C,7.8
CCCN(CCN1CCN(c2ccnc3c(O)cccc23)CC1)C1CCc2ccc(O)cc2C1,7.8
O=C1NCc2ccc(OCCCCN3CCN(c4cccc5cc(F)ccc45)CC3)c(F)c21,7.8
O=C1NCc2ccc(OCCCCN3CCN(c4cccc5cc(F)ccc45)CC3)c(F)c21,7.8
O=C(NCCCCN1CCN(c2cccc3ccccc23)CC1)c1cnc2ccccc2c1,7.8
O=S(=O)(NCCCCN1CCN(c2nsc3ccccc23)CC1)c1cccc2scnc12,7.8
O=C1c2ccccc2C(=O)N1CCCCN1CC=C(c2c[nH]c3ccc(F)cc23)CC1,7.8
O=c1[nH]c2ccccc2n1CCCCCCN1CCN(c2nsc3ccccc23)CC1,7.8
O=c1oc2ccccc2n1CCCCCCN1CCN(c2nsc3ccccc23)CC1,7.8
C#CC1=CC[C@@H](N(CCC)CCCCNC(=O)c2ccc(-c3ccccc3)cc2)CC1,7.8
CCN(Cc1ccc(-c2cc(S(=O)(=O)CC)ccc2OC)[nH]1)Cc1ccccc1OC,7.8
O=S(=O)(N[C@@H]1CCN(CCOc2ccccc2-c2ccccc2)C1)c1ccc(F)cc1,7.8
O=S(=O)(NCCCN1CCN(c2cccc(Cl)c2Cl)CC1)c1ccc2cccnc2c1,7.8
Cc1cccc(S(=O)(=O)NCCCN2CCC(c3noc4cc(F)ccc34)CC2)c1,7.8
CSc1ccccc1N1CCN(CCCCNC(=O)c2cc3ccccn3n2)CC1,7.8
CCS(=O)(=O)c1ccc(OC)c(-c2ccc(CN3CCCC3c3ccccc3)[nH]2)c1,7.8
Cc1cc2c(cc1NS(=O)(=O)c1ccc(-c3ccc(Cl)cc3)cc1)CCN(C)CC2,7.8
COc1ccccc1N1CCN(CCCCOc2ccn3ncc(C=O)c3c2)CC1,7.8
COc1ccccc1N1CCN(CCCCOc2ccn3ncc(C=O)c3c2)CC1,7.8
C[C@@]12CC(c3ccccc3)C[C@@H](C1)N(CCN1CCN(c3cccc(Cl)c3)C1=O)C2,7.8
C[C@@]12CC(c3ccccc3)C[C@@H](C1)N(CCN1CCN(c3cccc(Cl)c3)C1=O)C2,7.8
O=C1COc2ccccc2N1CCCN1CCC(n2c(=O)[nH]c3ccccc32)CC1,7.8
Nc1cc(F)ccc1C(=O)CCCN1CC[C@@H]2[C@H](C1)c1cccc3c1N2CCO3,7.8
Cc1cccc2c(CCCN3CCN(c4cccc5c4OCCO5)CC3)c[nH]c12,7.8
CCCN(CCCCOc1ccc2ccnn2c1)[C@H]1CCc2c(O)cccc2C1,7.8
Cc1ccccc1N1CCN(CCCCOc2ccc3c(c2)NC(=O)CC3)CC1,7.8
O=S(=O)(NC1CCN(CCOc2ccccc2-c2ccccc2)C1)c1cccs1,7.8
O=c1[nH]c2ccc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc2[nH]1,7.8
Cl.O=C1C[C@H](CN2CCC(c3noc4cc(F)ccc34)CC2)Cc2occc21,7.8
COC(=O)c1cc2c3c(ccc2[nH]1)OCC(CNCCCc1ccccc1)O3,7.8
Clc1cccc(N2CCN(CCCCOc3cccc4ccnn34)CC2)c1Cl,7.8
C#CC1=CC[C@@H](N(CCC)CCCCNC(=O)c2cc3ccccc3s2)CC1,7.8
O=c1ccc2ccc(OCCCN3CCN(c4ccccc4)CC3)cc2o1,7.8
CC(C)c1ccccc1OCCN1CCC(NS(=O)(=O)c2cccs2)C1,7.8
Cc1ccc(C)c(N2CCN(CCCC(=O)c3ccc(F)cc3)CC2)c1,7.8
COc1ccccc1N1CCN(CCCNC(=O)OC(C)(C)C)CC1,7.8
